,FORMATTED_CONTENT,CLASS
397,Perfect lt,0
398,And after the video ends a ft boa constrictor squeezes her to death,0
399,should not have paused the music this is a clip not a movie,0
400,HI D We re TWIN MELODY year old twins WE DID SOME COVERS WE DID A COVER OF BIRTHDAY BY KATY PERRY PLEASE JUST TAKE SECOND AND WATCH IT THANKS MERCI GRACIAS DANKE OBRIGADO GRAZIE lt XX HAVE A NICE DAY D,1
401,Nicee sabrosura viva https soundcloud com yerki elinmigrante yerki myb move your body,1
402,Hey guys go to check my video name growtopia my story,1
403,http shhort com a r HuPwEH ab,1
404,YAY IM THE TH COMMENTER IF YOUR CRAZY PLEASE DONATE BITCOINS TO ME AT FHeNqx twqM v PTAyieJNEALAhZvEM,1
405,http shhort com a r G iX cTKd,1
406,I love this song it s for empowering every woman you re gonna hear me roar,0
407,This song makes me want to drink bleach,0
408,If she really did this there she s hardcore,0
409,http shhort com a r Jt ufxHxc,1
410,Follow me watch my videos Follow me watch my videos Follow me watch my videos Follow me watch my videos Follow me watch my videos Follow me watch my videos Follow me watch my videos,1
411,I m sorry Katy Perry I was being weird I still love you lt,0
412,I m not a big fan of the song but this video is awesome,0
413,katy perry just stop it and dont do a song i dont like it,0
414,GO TO MY CHANNEL and check out my written songs,1
415,Like Gorlin Goltz Syndrome Support Community you are not alone https www facebook com GorlinGoltzSupport,1
416,Subscribe and u are gonna hear me roar,1
417,In my opinion I think you look better with black hair then blond hair,0
418,I loved she is amazing OMG your eyes,0
419,Please help me give my son a grave http www gofundme com BishopsGraveMarker Or please just share it on your fb page I do not have one anymore,1
420,You gonna hear me ROARRRR,0
421,follow me gt https twitter com f llowshoutouts,1
422,I WILL FINISH THIS DISSERTATION And I will laugh in its face when I finish Roaaarrr,0
423,She s an old Whore,0
424,Please share and help to my Friend http www gofundme com jormis Thank you very much,1
425,ROAAAAARRRRRR,0
426,This looks so fun and it s a good song,0
427,Check out our vids our songs are awesome And that I guarantee,1
428,I love You Katy,0
429,I loved it so much because you get to stand fear,0
430,Click For iTunes code http shhort com a r LaviqU b,1
431,Katy perry is and inspirational singer her voice is awesome and I loved her so much She achieved music history and I couldn t believe that Guys if you could take min to go to my channel and watch my first video I would be greatly thankful for this ty guys N katy is still awesome xoxo,1
432,Hi guys i sell Jack Daniel s Hard Back Cover Case for iPhone S C S Old Time with only Dollars on Ebay http www ebay com itm ssPageName STRK MESELX IT amp trksid p m l,1
433,https m facebook com story php story fbid amp id amp ref stream gf,1
434,subscribe to me,1
435,so cute,0
436,i think they were drunk when they shot the first half of the video and then the sec on half comes in and her boobs are magically bigger and she s more beautiful suddenly and the dude practically vanishes,0
437,Roar is without a doubt your best song feel good song with a message for everyone Good job Katy,0
438,The great mother of the jungle Sweet and natural I like her videos,0
439,http www aaas org tech i vote view VOTE SHELDON PLEASE GUYS GIVE IT STARS THANKS IN ADVANCE,1
440,Katy has conqueror s haki gt,0
441,Can you check my videos please Don t hate me Give me one oportunity,1
442,WOW VERY NICE CONGRASULATION I LIVE SO MUCH http en prothom alo com sport news Zimbabwe A team due in Dhaka Wednesday,1
443,There is bilion poeple on earth Now stop being dumb,0
444,I love this shit but I disliked it because it s sucks,0
445,hey guys i really want to go to a katy perry concert so im in this contest where i need a lot of likes and im loosing so please if you could like this picture it would be very nice thank you i really want to go to her concert https www facebook com exagdl photos a type amp theater,1
446,this video is very inaccurate a tiger would rip her face of,0
447,Great video by a great artist in Katy Perry Admire her creativity Check out our channel for no nonsense mobile tech reviews and comparisons as well as an iPhone and Plus review and comparison,1
448,Are those real animals,0
449,Hey guys Can you please SUBSCRIBE to my channel because I m gonna filming a video so hope you guys like it and thank you so much for you re support Xoxo Leah lt,1
450,Maybe the best music video in the last years This is how pop music is done folks,0
451,I love KATY PERRY lt lt,0
452,Boooobs,0
453,I really don t understand how this has million views lol I m not hating or anything it s just confusing,0
454,Its almost Katys birthday October th Lets say happy birthday to katy,0
455,Katy Perry You Are Looking Soo PRETTY DAMN CUTE,0
456,great song you go katy,0
457,looooooooooooooooooooovvvvvvvvveeeeeeeeeeee ittttttttttttt,0
458,My telephone,0
459,This comment will randomly get lot s of likes and replies for no reason I also like Jello Strawberry jello,0
460,Hey guys I ve made a amazing Smiley T Shirt Of all the things you wear your expression is the most important and remember all the statistics in the world can t measure the warmth of a smile If you re a big fan of T Shirts and want to gets more happiness it s perfect for you Check this out and buy it at www teespring com smiley thanks you guys so much,1
461,really want this video to get billion views would be amazing,0
462,Katy has the voice of gold this video really brings the lyrics to life I am a rapper with subscribers thumbs up if you hate when you take a shit and the water splashes your nuts,1
463,I started hating Katy Perry after finding out that she stole all of the ideas on her videos from an old comic book Yet her music is catchy,0
464,How can this song have million views while there are only million people in the world,0
465,Katy Perry is garbage Rihanna is the best singer in the world,0
466,https www reverbnation com slicknick songs,1
467,Katy Perry is part of me Katy Perry is my firework Katy Perry I love you,0
468,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio,0
469,see it all human folly right,0
470,Great This is a song,0
471,Awesum song Jus luv it,0
472,Watch my videos xx,1
473,Please check out my acoustic cover channel thanks,1
474,Imagine this in the news crazy woman found acting like a tiger and bit jims ear off,0
475,selfie alert,0
476,Your going to hear me Roar soundsofsunday,0
477,It is a shit,0
478,She loves Vena trojmiasto pl Vena Bus Taxi o html,1
479,THIS IS A COMPETITION TO MEET MY IDOLS IT WOULD MEAN SO MUCH IF YOU GUYS WILL LIKE THIS PIC ON IG http instagram com p smZdivopxb,1
480,Katty perry please say in one of your new videoes that they follow the Girls Girls please,1
481,i am a big fan of you and i love you,0
482,https viralangels com user d aaacwk,1
483,I lt Katy Perry,0
484,Since she is a feminist champion why would she want to reinforce the stereotype of girls being girly by painting the nails of an elephant that probably wouldn t even appreciate it,0
485,http thepiratebay se torrent The Expendables DVDSCR Xvid DiNGO,1
486,http thepiratebay se torrent The Expendables DVDScr LEAKED CLEAN XviD MP RARBG,1
487,If interested in making extra money by internet use the next link www swagbucks com refer Nonturtle,1
488,This is fucking shit From the first notes that becomes clear Complete and utter shit May God come and cleanse the earth of the complete and utter idiocy which is humankind,0
489,Hey guys plz check out my youtube channel to c funny girls cup reaction thanks and plz subscribe Thanks,1
490,Please subscribe every sub gets a shout out tell me what type of videos u want and I will try make it happen,1
491,Hey guys subscribe to my channel for no reason Please,1
492,Katycat https m facebook com profile php id,1
493,At least she didn t get rid of her completely useless makeup,0
494,I love roar and Katy Perry She is my favorite singer and sometimes I just mute the volume and look at her,0
495,This is the best of the best video in world,0
496,She s got it all Incredible voice extremely hot nice tits,0
497,gt ATTENTION KATYCATS Katy leads with noms at this year MTV EMA do vote daily for her tv mtvema com vote delete spaces thumbs up and share on fb,1
498,I really like this song,0
499,my son love so much,0
500,Y LOVE YOU,0
501,follow me on instagram bigboss,1
502,why the elephant have a broken horn,0
503,Free itunes giftcard codes http shhort com a r OOCnjqU b,1
504,Where did she find all that make up in a freakin jungle,0
505,so cute that monkey,0
506,Nice song,0
507,subscribe please,1
508,You are all sheep period This is terrible music,0
509,A friend of mine has invented a big dick formula He had a small dick inches and he did some research about this topic During the research he found out the secret knowledge of penis enlargement He applied what he had learned and now he has a inch dick He was absolutely amazed by his results Of course it took a few months Therefore he has written a book about this issue in order to help guys He asked me to promote his book So guys if you are interested and for more info check this out https payhip com b oTIb He is selling it for symbolic Thank you,1
